GroupMemberShipRequestsID,GroupID,GroupMemberUserID,IsGroupMemberShipAccepted,DateAccepted
324,1,4,false,12/9/2023
325,2,2,true,6/3/2024
326,3,1,false,1/19/2024
327,2,2,true,11/11/2023
328,1,1,true,7/18/2024
329,3,3,true,10/4/2023
330,2,4,true,6/22/2024
331,1,3,true,2/23/2024
332,3,4,true,9/11/2023
333,1,4,false,4/20/2024
334,3,5,false,2/21/2024
335,1,4,false,11/4/2023
336,2,5,true,4/22/2024
337,2,2,true,7/29/2024
338,3,3,false,3/4/2024
339,2,3,true,7/29/2024
340,1,2,true,12/19/2023
341,2,3,false,9/8/2023
342,1,4,true,3/21/2024
343,1,4,true,10/27/2023
344,1,5,true,3/23/2024
345,3,5,false,11/17/2023
346,3,1,false,4/3/2024
347,2,2,false,7/17/2024
348,3,5,false,4/28/2024
349,3,4,false,10/14/2023
350,3,2,false,5/13/2024
351,3,3,true,10/30/2023
352,1,4,false,10/27/2023
353,1,3,false,8/18/2024
354,2,2,true,2/16/2024
355,1,4,false,4/17/2024
356,3,2,false,4/23/2024
357,1,2,true,3/8/2024
358,3,3,true,7/8/2024
359,2,4,true,11/11/2023
360,3,5,true,11/8/2023
361,2,5,true,3/17/2024
362,2,3,false,3/25/2024
363,3,2,true,8/14/2024
364,1,1,false,2/2/2024
365,3,4,false,4/7/2024
366,1,5,false,4/18/2024
367,1,3,true,11/26/2023
368,2,5,false,3/6/2024
369,1,3,false,8/25/2024
370,1,4,false,9/17/2023
371,2,1,false,12/14/2023
372,2,4,false,10/28/2023
373,3,2,false,5/31/2024
374,3,5,true,6/27/2024
375,2,4,false,7/12/2024
376,2,4,true,10/1/2023
377,2,1,false,11/7/2023
378,3,5,false,6/15/2024
379,2,3,true,7/28/2024
380,2,1,false,3/12/2024
381,2,3,false,4/12/2024
382,2,4,true,11/25/2023
383,2,2,true,12/1/2023
384,1,2,true,5/20/2024
385,3,3,false,3/18/2024
386,1,5,true,12/12/2023
387,1,1,true,9/27/2023
388,1,1,true,2/10/2024
389,2,2,true,6/7/2024
390,2,3,true,7/14/2024
391,2,5,false,4/20/2024
392,2,5,false,4/13/2024
393,2,5,false,6/20/2024
394,2,2,true,11/23/2023
395,3,1,false,10/24/2023
396,1,5,false,11/22/2023
397,2,1,false,12/18/2023
398,3,5,false,7/16/2024
399,3,2,false,2/10/2024
400,1,3,false,5/12/2024
401,2,3,true,9/29/2023
402,2,2,false,12/19/2023
403,3,2,false,3/24/2024
404,2,4,false,9/27/2023
405,1,5,false,2/29/2024
406,1,1,false,3/31/2024
407,3,5,true,6/18/2024
408,1,3,false,6/17/2024
409,1,3,true,9/25/2023
410,3,3,false,4/25/2024
411,1,5,false,10/27/2023
412,1,4,true,10/28/2023
413,1,4,false,4/23/2024
414,3,5,false,9/30/2023
415,3,4,true,8/1/2024
416,3,4,false,5/25/2024
417,2,2,false,10/6/2023
418,1,1,false,11/21/2023
419,1,1,false,9/27/2023
420,2,5,true,3/31/2024
421,1,4,true,5/29/2024
422,3,2,true,1/22/2024
423,3,4,true,2/12/2024
424,2,2,true,3/19/2024
425,1,4,false,3/23/2024
426,3,2,true,1/28/2024
427,2,4,false,12/24/2023
428,1,4,true,11/30/2023
429,3,3,true,5/15/2024
430,2,1,true,4/19/2024
431,2,2,true,8/6/2024
432,3,2,false,8/16/2024
433,3,1,true,1/16/2024
434,2,1,false,6/1/2024
435,2,4,false,6/15/2024
436,1,1,true,6/27/2024
437,3,1,true,4/12/2024
438,2,5,false,1/12/2024
439,3,4,false,4/21/2024
440,3,5,false,2/14/2024
441,3,3,false,5/27/2024
442,1,3,true,8/23/2024
443,2,5,false,3/14/2024
444,3,3,false,11/11/2023
445,1,4,true,9/7/2023
446,3,5,false,7/27/2024
447,2,1,true,4/22/2024
448,3,1,false,8/4/2024
449,3,3,true,12/3/2023
450,1,3,false,7/10/2024
451,2,3,false,2/20/2024
452,2,1,false,6/25/2024
453,3,1,false,8/28/2024
454,2,5,false,8/11/2024
455,2,4,true,3/28/2024
456,1,1,true,3/6/2024
457,2,3,false,12/26/2023
458,3,5,true,10/22/2023
459,1,1,false,9/20/2023
460,3,2,false,4/5/2024
461,3,4,true,1/7/2024
462,3,4,true,1/29/2024
463,3,5,false,10/24/2023
464,2,2,true,7/5/2024
465,2,2,false,1/28/2024
466,2,2,true,2/28/2024
467,1,3,false,3/16/2024
468,2,5,false,4/1/2024
469,3,3,true,6/11/2024
470,3,1,false,12/21/2023
471,3,4,true,4/10/2024
472,3,5,true,4/14/2024
473,2,3,true,4/29/2024
474,2,3,false,2/8/2024
475,1,1,false,11/21/2023
476,3,1,true,3/21/2024
477,1,2,false,11/28/2023
478,1,1,true,8/4/2024
479,1,5,true,7/12/2024
480,2,2,true,12/8/2023
481,3,4,true,9/15/2023
482,1,3,true,10/30/2023
483,1,3,true,4/16/2024
484,3,1,false,7/6/2024
485,2,1,true,9/1/2023
486,2,4,true,6/13/2024
487,2,2,false,5/26/2024
488,2,5,false,3/16/2024
489,1,2,true,11/6/2023
490,2,3,false,1/5/2024
491,1,4,true,5/24/2024
492,2,2,false,1/9/2024
493,1,1,true,5/31/2024
494,1,4,true,9/13/2023
495,2,1,false,4/29/2024
496,1,4,true,7/16/2024
497,3,2,false,8/11/2024
498,2,2,false,12/5/2023
499,2,1,false,10/19/2023
500,2,1,false,3/24/2024
501,2,1,false,6/2/2024
502,2,4,false,8/15/2024
503,3,2,true,4/10/2024
504,1,3,false,12/2/2023
505,2,5,false,2/23/2024
506,1,2,false,6/17/2024
507,3,5,true,10/6/2023
508,2,3,true,9/2/2023
509,3,4,false,3/22/2024
510,3,5,false,9/14/2023
511,2,1,true,11/22/2023
512,1,5,true,5/3/2024
513,3,3,true,9/26/2023
514,2,1,true,12/21/2023
515,2,2,true,11/14/2023
516,1,5,false,11/24/2023
517,2,3,false,10/13/2023
518,1,3,false,3/10/2024
519,3,4,true,12/12/2023
520,3,2,false,12/24/2023
521,2,1,false,3/30/2024
522,2,1,true,8/20/2024
523,3,1,true,1/17/2024
524,1,1,false,2/10/2024
525,2,5,false,6/22/2024
526,2,1,true,9/14/2023
527,1,2,true,4/18/2024
528,1,1,false,9/12/2023
529,3,2,false,4/30/2024
530,2,4,true,2/24/2024
531,2,2,true,4/2/2024
532,1,3,true,1/23/2024
533,1,4,true,9/11/2023
534,3,4,false,11/21/2023
535,2,3,false,5/7/2024
536,1,2,false,8/25/2024
537,3,2,true,4/6/2024
538,2,3,true,11/10/2023
539,1,2,true,1/28/2024
540,1,2,true,1/8/2024
541,3,3,true,9/10/2023
542,3,1,false,6/7/2024
543,1,2,true,11/27/2023
544,2,3,false,9/19/2023
545,3,1,true,5/25/2024
546,2,5,false,6/6/2024
547,3,2,true,7/1/2024
548,3,1,false,2/28/2024
549,3,4,true,10/11/2023
550,3,5,false,11/6/2023
551,2,2,false,3/3/2024
552,1,5,false,1/13/2024
553,1,3,false,4/23/2024
554,2,3,true,10/12/2023
555,3,2,false,12/20/2023
556,1,3,false,8/24/2024
557,3,4,true,9/13/2023
558,2,1,false,10/17/2023
559,2,1,false,9/27/2023
560,1,4,true,1/11/2024
561,1,4,true,2/28/2024
562,3,5,false,4/1/2024
563,1,4,true,7/22/2024
564,1,2,true,6/3/2024
565,3,5,false,9/13/2023
566,1,1,true,8/9/2024
567,1,1,true,9/24/2023
568,3,5,false,6/4/2024
569,2,1,true,1/20/2024
570,1,2,false,7/11/2024
571,2,5,false,2/24/2024
572,3,1,false,7/12/2024
573,3,3,false,3/3/2024
574,2,2,true,8/13/2024
575,3,4,false,11/19/2023
576,2,3,true,2/5/2024
577,3,2,true,3/24/2024
578,1,2,true,6/23/2024
579,3,5,true,7/3/2024
580,3,2,true,1/15/2024
581,3,4,false,5/17/2024
582,1,2,false,4/6/2024
583,1,2,true,8/20/2024
584,2,1,false,3/2/2024
585,3,5,false,9/26/2023
586,2,1,false,1/12/2024
587,2,5,true,2/16/2024
588,2,3,false,5/24/2024
589,1,3,true,10/21/2023
590,1,1,false,1/6/2024
591,3,2,true,5/31/2024
592,1,3,true,4/4/2024
593,3,2,true,9/25/2023
594,3,2,false,8/8/2024
595,1,1,true,10/18/2023
596,2,5,true,5/17/2024
597,3,1,true,8/5/2024
598,3,5,true,2/14/2024
599,1,5,false,8/8/2024
600,3,5,true,12/13/2023
601,3,2,false,1/9/2024
602,3,1,false,12/18/2023
603,3,1,false,12/17/2023
604,3,2,true,6/30/2024
605,1,1,true,10/21/2023
606,1,1,false,9/16/2023
607,2,1,false,5/1/2024
608,1,3,true,11/27/2023
609,3,3,true,11/17/2023
610,1,5,false,4/25/2024
611,3,3,false,8/1/2024
612,1,4,true,6/8/2024
613,3,2,false,6/17/2024
614,3,1,true,2/23/2024
615,3,1,true,5/16/2024
616,1,1,false,7/13/2024
617,2,1,true,2/14/2024
618,3,1,true,6/16/2024
619,1,1,true,11/7/2023
620,2,1,true,5/20/2024
621,1,2,true,10/10/2023
622,3,5,false,8/5/2024
623,2,2,false,4/5/2024
624,1,2,true,5/4/2024
625,3,5,false,6/1/2024
626,1,2,false,9/24/2023
627,3,4,true,2/4/2024
628,3,5,true,5/28/2024
629,2,2,true,3/27/2024
630,3,2,true,1/12/2024
631,3,4,false,3/5/2024
632,2,3,true,3/2/2024
633,1,4,false,10/3/2023
634,2,4,true,11/14/2023
635,2,1,false,3/11/2024
636,2,2,false,5/2/2024
637,1,2,true,7/3/2024
638,1,3,false,1/25/2024
639,3,4,true,9/12/2023
640,3,1,false,10/18/2023
641,2,2,false,3/31/2024
642,2,4,false,9/28/2023
643,3,5,true,11/6/2023
644,3,3,false,5/2/2024
645,3,2,false,7/3/2024
646,2,1,false,4/23/2024
647,3,2,true,3/1/2024
648,3,4,false,11/3/2023
649,1,1,true,12/10/2023
650,3,3,true,3/12/2024
651,2,1,true,4/9/2024
652,3,1,true,10/14/2023
653,2,2,false,12/10/2023
654,1,3,false,2/25/2024
655,2,3,false,9/12/2023
656,1,5,true,9/14/2023
657,3,5,false,5/6/2024
658,1,5,false,7/4/2024
659,3,5,false,12/12/2023
660,3,4,true,3/11/2024
661,2,1,false,3/24/2024
662,1,3,true,10/13/2023
663,3,3,false,9/26/2023
664,3,4,false,9/10/2023
665,2,3,true,10/31/2023
666,1,4,true,1/31/2024
667,1,4,false,1/18/2024
668,3,4,false,11/7/2023
669,2,5,false,11/25/2023
670,2,2,false,2/10/2024
671,2,3,true,11/2/2023
672,2,2,false,3/2/2024
673,1,3,true,10/16/2023
674,3,4,true,8/31/2023
675,2,5,false,3/19/2024
676,1,3,true,1/2/2024
677,1,1,true,2/23/2024
678,1,5,false,4/14/2024
679,3,5,true,12/21/2023
680,2,5,true,2/25/2024
681,3,5,false,3/7/2024
682,3,1,false,10/13/2023
683,3,1,true,8/31/2023
684,2,1,true,5/16/2024
685,1,4,true,1/7/2024
686,3,2,false,3/1/2024
687,2,5,false,8/2/2024
688,1,3,false,4/3/2024
689,3,1,false,11/15/2023
690,3,4,false,1/18/2024
691,3,5,false,1/31/2024
692,2,4,false,9/12/2023
693,3,1,true,11/22/2023
694,3,2,false,7/19/2024
695,3,3,false,8/9/2024
696,3,4,true,8/20/2024
697,3,4,true,9/24/2023
698,3,2,true,2/23/2024
699,2,5,true,2/7/2024
700,2,5,true,7/13/2024
701,2,5,true,3/2/2024
702,1,5,false,1/22/2024
703,2,2,false,2/5/2024
704,3,1,true,2/15/2024
705,3,5,true,11/19/2023
706,3,4,true,1/9/2024
707,3,2,false,2/21/2024
708,2,4,true,6/25/2024
709,1,3,false,12/24/2023
710,1,2,true,6/18/2024
711,1,1,true,5/13/2024
712,3,5,true,9/23/2023
713,3,4,false,10/9/2023
714,3,4,true,2/9/2024
715,3,1,false,10/1/2023
716,2,3,false,10/28/2023
717,3,4,true,6/14/2024
718,3,2,true,10/31/2023
719,1,5,true,3/30/2024
720,1,4,false,10/9/2023
721,1,2,true,12/31/2023
722,2,4,true,8/7/2024
723,3,2,false,4/9/2024
724,2,2,false,10/29/2023
725,2,4,true,3/30/2024
726,3,3,false,10/10/2023
727,2,5,true,4/15/2024
728,2,4,true,11/22/2023
729,3,2,true,6/10/2024
730,3,4,false,6/17/2024
731,2,5,false,11/28/2023
732,2,2,true,5/26/2024
733,1,4,true,12/18/2023
734,2,1,false,7/12/2024
735,3,5,true,4/4/2024
736,1,2,false,1/5/2024
737,2,2,true,5/10/2024
738,1,5,true,3/4/2024
739,2,5,false,3/20/2024
740,3,3,false,7/4/2024
741,3,5,true,11/10/2023
742,2,2,true,11/4/2023
743,1,5,false,1/30/2024
744,1,3,false,3/29/2024
745,1,1,true,10/28/2023
746,2,4,true,10/20/2023
747,2,2,false,4/28/2024
748,1,5,true,4/11/2024
749,2,2,false,2/2/2024
750,3,4,false,3/31/2024
751,3,1,true,12/20/2023
752,2,5,false,12/7/2023
753,3,1,true,1/3/2024
754,1,5,false,6/11/2024
755,2,5,true,5/31/2024
756,1,5,false,6/16/2024
757,1,1,false,2/21/2024
758,1,5,true,8/6/2024
759,1,4,false,12/13/2023
760,3,2,true,2/5/2024
761,3,1,false,10/28/2023
762,3,1,true,4/22/2024
763,2,2,true,8/30/2024
764,1,4,false,4/18/2024
765,1,1,false,2/9/2024
766,2,3,false,8/28/2024
767,3,5,true,11/13/2023
768,3,4,false,1/28/2024
769,1,2,true,6/4/2024
770,2,2,false,8/16/2024
771,2,4,true,10/11/2023
772,2,3,false,7/8/2024
773,1,5,false,7/17/2024
774,3,2,false,1/3/2024
775,2,2,false,2/21/2024
776,3,4,true,9/11/2023
777,1,1,false,3/22/2024
778,1,2,false,10/7/2023
779,3,5,false,11/19/2023
780,1,3,false,8/24/2024
781,3,5,false,6/13/2024
782,2,5,false,4/18/2024
783,2,4,true,4/14/2024
784,2,2,false,3/30/2024
785,2,2,false,1/6/2024
786,1,2,false,6/6/2024
787,1,4,true,2/29/2024
788,2,4,false,4/19/2024
789,3,5,false,2/25/2024
790,3,4,false,3/27/2024
791,1,4,false,2/13/2024
792,1,2,true,4/18/2024
793,3,4,false,6/9/2024
794,3,1,true,12/9/2023
795,1,3,false,6/4/2024
796,3,3,true,2/18/2024
797,3,3,true,5/21/2024
798,3,4,false,10/15/2023
799,2,1,true,7/13/2024
800,3,2,false,1/2/2024
801,3,1,false,11/19/2023
802,2,5,true,10/11/2023
803,2,5,false,5/15/2024
804,3,4,false,9/4/2023
805,2,1,false,10/21/2023
806,3,2,false,4/29/2024
807,2,2,false,12/20/2023
808,3,3,false,9/15/2023
809,1,4,false,8/26/2024
810,1,3,false,10/12/2023
811,3,5,true,10/23/2023
812,1,4,false,8/30/2024
813,2,4,false,2/6/2024
814,2,3,true,2/5/2024
815,1,3,false,12/17/2023
816,2,3,true,2/26/2024
817,2,4,true,9/17/2023
818,3,2,false,7/16/2024
819,3,5,true,8/6/2024
820,1,1,false,5/26/2024
821,1,3,true,4/23/2024
822,2,3,false,4/29/2024
823,1,4,false,8/1/2024
824,1,4,false,10/8/2023
825,2,4,true,8/26/2024
826,3,4,true,7/3/2024
827,2,4,false,2/21/2024
828,3,2,true,1/15/2024
829,3,1,true,2/20/2024
830,2,1,true,11/22/2023
831,2,1,false,6/13/2024
832,1,3,false,10/22/2023
833,3,5,false,9/17/2023
834,2,1,true,1/21/2024
835,1,1,true,8/17/2024
836,3,5,true,7/8/2024
837,3,3,true,12/8/2023
838,2,3,false,11/29/2023
839,3,3,false,7/5/2024
840,1,5,true,7/30/2024
841,2,5,false,1/8/2024
842,2,5,true,10/12/2023
843,2,1,false,12/20/2023
844,3,3,false,8/11/2024
845,3,3,false,6/30/2024
846,3,4,false,12/9/2023
847,2,4,false,3/8/2024
848,2,5,false,4/14/2024
849,1,4,false,11/13/2023
850,3,5,false,12/8/2023
851,3,2,true,2/14/2024
852,1,1,true,3/1/2024
853,1,5,false,8/8/2024
854,1,3,false,11/4/2023
855,3,1,false,7/9/2024
856,2,3,true,2/19/2024
857,1,5,false,9/28/2023
858,3,4,true,5/6/2024
859,2,1,true,3/29/2024
860,1,2,true,3/20/2024
861,3,4,false,5/29/2024
862,3,4,true,10/21/2023
863,1,1,true,3/29/2024
864,1,4,true,10/5/2023
865,2,3,false,4/29/2024
866,3,4,true,9/9/2023
867,1,1,true,4/13/2024
868,3,4,true,6/2/2024
869,3,5,true,9/21/2023
870,3,2,false,3/26/2024
871,3,3,false,5/18/2024
872,3,1,false,7/28/2024
873,2,3,true,1/20/2024
874,2,5,true,3/3/2024
875,2,4,true,3/28/2024
876,1,2,false,2/4/2024
877,2,1,false,3/25/2024
878,3,5,true,6/24/2024
879,1,5,true,7/20/2024
880,1,5,true,2/24/2024
881,1,2,true,9/1/2023
882,3,3,true,8/7/2024
883,3,3,true,5/28/2024
884,2,4,false,4/11/2024
885,2,4,false,3/11/2024
886,3,1,false,1/4/2024
887,2,5,false,12/30/2023
888,2,1,false,1/14/2024
889,1,5,true,2/9/2024
890,2,5,true,9/19/2023
891,3,5,false,4/1/2024
892,2,4,false,2/27/2024
893,3,3,true,3/7/2024
894,2,2,false,4/19/2024
895,2,5,false,11/19/2023
896,2,1,true,7/5/2024
897,3,1,true,10/21/2023
898,3,4,false,3/30/2024
899,1,4,true,4/16/2024
900,3,5,false,12/22/2023
901,3,5,false,10/1/2023
902,3,3,true,11/2/2023
903,3,5,true,3/31/2024
904,3,3,false,1/19/2024
905,1,5,true,9/14/2023
906,3,4,false,12/13/2023
907,1,3,true,3/3/2024
908,3,2,false,5/9/2024
909,1,1,false,3/25/2024
910,2,5,false,5/16/2024
911,1,4,false,5/31/2024
912,3,2,true,1/30/2024
913,2,3,true,3/13/2024
914,2,3,false,8/1/2024
915,2,5,true,12/23/2023
916,1,2,true,8/2/2024
917,3,5,false,10/17/2023
918,1,1,true,1/23/2024
919,3,3,true,4/3/2024
920,2,1,false,10/25/2023
921,3,1,false,3/26/2024
922,2,3,false,11/19/2023
923,1,1,true,7/1/2024
924,1,3,true,11/21/2023
925,1,3,true,3/19/2024
926,1,3,false,8/30/2024
